"TMSTAMP","RECNBR","batt_volt_Avg","lightbar","run_number","TMSTAMP","RECNBR","batt_volt_Avg","quantum_34121_Avg","Sun8004_Avg.1.","Sun8004_Avg.2."
"2019-01-22 08:53:50",0,12.45036,628.8947,0,"2019-01-22 08:53:50",716,11.53583,652.1479,632.2406,613.5554
"2019-01-22 08:53:51",1,12.44482,629.9865,0,"2019-01-22 08:53:51",717,11.53583,653.188,633.2598,614.9143
"2019-01-22 08:53:52",2,12.44482,631.0784,0,"2019-01-22 08:53:52",718,11.53583,654.2281,633.9393,615.5938
"2019-01-22 08:53:53",3,12.44482,633.262,0,"2019-01-22 08:53:53",719,11.54136,655.2682,635.9777,617.6321
"2019-01-22 08:53:54",4,12.43928,633.262,0,"2019-01-22 08:53:54",720,11.53583,655.2682,636.6572,618.9911
"2019-01-22 08:53:55",5,12.43928,634.3539,0,"2019-01-22 08:53:55",721,11.53583,656.3083,637.6763,620.35
"2019-01-22 08:53:56",6,12.43928,635.4457,0,"2019-01-22 08:53:56",722,11.53583,657.3484,638.6956,621.0295
"2019-01-22 08:53:57",7,12.43886,636.5205,0,"2019-01-22 08:53:57",723,11.53583,658.3885,640.0544,623.0679
"2019-01-22 08:53:58",8,12.43886,637.6123,0,"2019-01-22 08:53:58",724,11.53583,658.3885,640.0544,623.0679
"2019-01-22 08:53:59",9,12.43886,637.6123,0,"2019-01-22 08:53:59",725,11.53583,659.4286,642.0928,624.087
"2019-01-22 08:54:00",10,12.43886,638.7041,0,"2019-01-22 08:54:00",726,11.54136,660.4688,642.4326,624.087
"2019-01-22 08:54:01",11,12.43886,639.7959,0,"2019-01-22 08:54:01",727,11.54136,661.5089,642.7723,623.7473
"2019-01-22 08:54:02",12,12.43886,639.7959,0,"2019-01-22 08:54:02",728,11.53583,661.5089,643.4518,624.087
"2019-01-22 08:54:03",13,12.43886,640.8877,0,"2019-01-22 08:54:03",729,11.53583,662.549,643.4518,624.087
"2019-01-22 08:54:04",14,12.43886,641.9795,0,"2019-01-22 08:54:04",730,11.53583,663.5891,644.1312,624.087
"2019-01-22 08:54:05",15,12.43886,641.9795,0,"2019-01-22 08:54:05",731,11.53583,663.5891,643.7915,623.0679
"2019-01-22 08:54:06",16,12.43886,643.0713,0,"2019-01-22 08:54:06",732,11.53583,664.6292,644.1312,623.0679
"2019-01-22 08:54:07",17,12.43886,644.1631,0,"2019-01-22 08:54:07",733,11.53583,665.6693,644.1312,623.0679
"2019-01-22 08:54:08",18,12.43886,644.1631,0,"2019-01-22 08:54:08",734,11.54136,665.6693,644.1312,623.0679
"2019-01-22 08:54:09",19,12.43886,645.2549,0,"2019-01-22 08:54:09",735,11.53583,666.7094,644.1312,623.0679
"2019-01-22 08:54:10",20,12.43886,645.2549,0,"2019-01-22 08:54:10",736,11.53583,666.7094,644.8107,623.0679
"2019-01-22 08:54:11",21,12.43886,645.2549,0,"2019-01-22 08:54:11",737,11.53583,667.7496,645.1505,623.0679
"2019-01-22 08:54:12",22,12.43886,646.3467,0,"2019-01-22 08:54:12",738,11.53583,667.7496,644.8107,623.0679
"2019-01-22 08:54:13",23,12.43886,646.3467,0,"2019-01-22 08:54:13",739,11.54136,668.7897,645.1505,623.0679
"2019-01-22 08:54:14",24,12.43886,647.4385,0,"2019-01-22 08:54:14",740,11.53583,668.7897,644.8107,623.0679
"2019-01-22 08:54:15",25,12.43886,647.4385,0,"2019-01-22 08:54:15",741,11.53583,668.7897,645.4902,623.0679
"2019-01-22 08:54:16",26,12.43886,647.4385,0,"2019-01-22 08:54:16",742,11.53583,669.8298,645.1505,623.0679
"2019-01-22 08:54:17",27,12.43886,647.4385,0,"2019-01-22 08:54:17",743,11.53583,669.8298,645.4902,624.4268
"2019-01-22 08:54:18",28,12.43886,647.4385,0,"2019-01-22 08:54:18",744,11.54136,669.8298,645.4902,623.7473
"2019-01-22 08:54:19",29,12.43332,647.4385,0,"2019-01-22 08:54:19",745,11.54136,669.8298,645.4902,624.4268
"2019-01-22 09:13:18",30,12.44388,14.19236,1,"2019-01-22 09:13:18",1884,11.4971,663.6159,653.6437,652.2848
"2019-01-22 09:13:19",31,12.43835,14.19236,1,"2019-01-22 09:13:19",1885,11.4971,662.5757,652.2848,650.2464
"2019-01-22 09:13:20",32,12.43835,15.28408,1,"2019-01-22 09:13:20",1886,11.50263,661.5356,650.9258,649.567
"2019-01-22 09:13:21",33,12.43835,18.55925,1,"2019-01-22 09:13:21",1887,11.4971,660.4954,648.8875,647.5286
"2019-01-22 09:13:22",34,12.43835,21.83441,1,"2019-01-22 09:13:22",1888,11.4971,659.4553,647.5286,646.1696
"2019-01-22 09:13:23",35,12.43835,21.83441,1,"2019-01-22 09:13:23",1889,11.4971,658.4151,646.8491,645.4902
"2019-01-22 09:13:24",36,12.43835,21.83441,1,"2019-01-22 09:13:24",1890,11.4971,657.375,645.4902,644.1312
"2019-01-22 09:13:25",37,12.43835,27.29301,1,"2019-01-22 09:13:25",1891,11.4971,657.375,644.4709,642.7723
"2019-01-22 09:13:26",38,12.43835,38.21021,1,"2019-01-22 09:13:26",1892,11.4971,656.3348,642.7723,641.4134
"2019-01-22 09:13:27",39,12.43835,34.93505,1,"2019-01-22 09:13:27",1893,11.4971,655.2947,642.0928,640.7339
"2019-01-22 09:13:28",40,12.43835,32.75161,1,"2019-01-22 09:13:28",1894,11.4971,654.2545,641.4134,640.0544
"2019-01-22 09:13:58",41,12.43853,12.00925,2,"2019-01-22 09:13:58",1924,11.4971,646.9743,638.3558,617.6321
"2019-01-22 09:13:59",42,12.43853,10.9175,2,"2019-01-22 09:13:59",1925,11.4971,646.9743,638.6956,620.35
"2019-01-22 09:14:00",43,12.43853,10.9175,2,"2019-01-22 09:14:00",1926,11.50263,646.9743,638.6956,621.0295
"2019-01-22 09:14:01",44,12.43853,10.9175,2,"2019-01-22 09:14:01",1927,11.4971,648.0145,639.375,623.0679
"2019-01-22 09:14:02",45,12.43853,12.00925,2,"2019-01-22 09:14:02",1928,11.4971,646.9743,638.3558,624.4268
"2019-01-22 09:14:03",46,12.433,10.9175,2,"2019-01-22 09:14:03",1929,11.4971,645.9341,638.0161,623.0679
"2019-01-22 09:14:04",47,12.433,13.101,2,"2019-01-22 09:14:04",1930,11.4971,644.894,637.3366,623.0679
"2019-01-22 09:14:05",48,12.433,14.19275,2,"2019-01-22 09:14:05",1931,11.4971,644.894,637.3366,623.0679
"2019-01-22 09:14:06",49,12.433,22.92675,2,"2019-01-22 09:14:06",1932,11.4971,643.8538,635.2982,621.0295
"2019-01-22 09:14:07",50,12.433,36.02775,2,"2019-01-22 09:14:07",1933,11.4971,642.8137,632.9201,618.3116
"2019-01-22 09:14:08",51,12.433,36.02775,2,"2019-01-22 09:14:08",1934,11.4971,641.7736,631.9009,616.2733
"2019-01-22 09:14:21",52,12.43853,12.00925,3,"2019-01-22 09:14:21",1947,11.50263,625.1311,605.4018,583.9987
"2019-01-22 09:14:22",53,12.433,10.9175,3,"2019-01-22 09:14:22",1948,11.4971,626.1713,604.7224,582.3
"2019-01-22 09:14:23",54,12.433,9.825749,3,"2019-01-22 09:14:23",1949,11.50263,628.2516,604.7224,578.9028
"2019-01-22 09:14:24",55,12.433,9.825749,3,"2019-01-22 09:14:24",1950,11.4971,623.0508,603.3635,577.5438
"2019-01-22 09:14:25",56,12.433,9.825749,3,"2019-01-22 09:14:25",1951,11.4971,619.9304,599.2867,576.8644
"2019-01-22 09:14:26",57,12.433,9.825749,3,"2019-01-22 09:14:26",1952,11.4971,617.85,598.9469,574.826
"2019-01-22 09:14:27",58,12.433,13.101,3,"2019-01-22 09:14:27",1953,11.4971,615.7698,598.6072,573.467
"2019-01-22 09:14:28",59,12.433,18.55975,3,"2019-01-22 09:14:28",1954,11.4971,613.6895,597.2483,572.1081
"2019-01-22 09:14:29",60,12.43315,25.10995,3,"2019-01-22 09:14:29",1955,11.4971,612.6493,597.2483,572.1081
"2019-01-22 09:14:30",61,12.43315,33.84385,3,"2019-01-22 09:14:30",1956,11.4971,611.6091,596.5688,570.7492
"2019-01-22 09:14:31",62,12.43315,31.66037,3,"2019-01-22 09:14:31",1957,11.4971,610.569,595.8893,570.7492
"2019-01-22 09:14:41",63,12.43868,7.642159,4,"2019-01-22 09:14:41",1967,11.4971,605.3682,592.1523,569.3903
"2019-01-22 09:14:42",64,12.43315,8.733895,4,"2019-01-22 09:14:42",1968,11.4971,605.3682,592.492,570.7492
"2019-01-22 09:14:43",65,12.43315,8.733895,4,"2019-01-22 09:14:43",1969,11.4971,605.3682,592.492,570.7492
"2019-01-22 09:14:44",66,12.43315,9.825632,4,"2019-01-22 09:14:44",1970,11.4971,604.3281,592.492,570.7492
"2019-01-22 09:14:45",67,12.43315,13.10084,4,"2019-01-22 09:14:45",1971,11.4971,604.3281,592.1523,570.7492
"2019-01-22 09:14:46",68,12.42761,19.65126,4,"2019-01-22 09:14:46",1972,11.50263,604.3281,591.8126,570.7492
"2019-01-22 09:14:47",69,12.42761,27.29342,4,"2019-01-22 09:14:47",1973,11.4971,604.3281,591.8126,570.7492
"2019-01-22 09:14:48",70,12.42761,30.56863,4,"2019-01-22 09:14:48",1974,11.4971,604.3281,591.4728,570.7492
"2019-01-22 09:14:49",71,12.42761,27.29342,4,"2019-01-22 09:14:49",1975,11.4971,604.3286,591.8126,572.1081
"2019-01-22 09:14:50",72,12.42761,28.38516,4,"2019-01-22 09:14:50",1976,11.4971,604.3286,591.1331,572.1081
"2019-01-22 09:14:59",73,12.43868,8.733895,5,"2019-01-22 09:14:59",1985,11.4971,604.3286,595.2099,591.1331
"2019-01-22 09:15:00",74,12.43315,8.733895,5,"2019-01-22 09:15:00",1986,11.4971,604.3286,597.9277,594.5304
"2019-01-22 09:15:01",75,12.42761,7.642159,5,"2019-01-22 09:15:01",1987,11.4971,605.3688,599.2867,597.2483
"2019-01-22 09:15:02",76,12.42761,8.733895,5,"2019-01-22 09:15:02",1988,11.4971,605.3688,602.0045,599.9661
"2019-01-22 09:15:03",77,12.42761,8.733895,5,"2019-01-22 09:15:03",1989,11.4971,606.4089,603.3635,602.0045
"2019-01-22 09:15:04",78,12.42761,9.825632,5,"2019-01-22 09:15:04",1990,11.4971,607.4491,604.7224,603.3635
"2019-01-22 09:15:05",79,12.42761,9.825632,5,"2019-01-22 09:15:05",1991,11.4971,607.4491,606.7607,605.4018
"2019-01-22 09:15:06",80,12.42761,15.28432,5,"2019-01-22 09:15:06",1992,11.4971,608.4893,607.4402,606.0813
"2019-01-22 09:15:07",81,12.42761,22.92648,5,"2019-01-22 09:15:07",1993,11.4971,608.4893,608.7991,607.4402
"2019-01-22 09:15:08",82,12.42761,34.93558,5,"2019-01-22 09:15:08",1994,11.4971,609.5294,609.4786,608.1197
"2019-01-22 09:15:09",83,12.42761,33.84385,5,"2019-01-22 09:15:09",1995,11.4971,609.5294,610.8375,608.7991
"2019-01-22 09:15:10",84,12.42761,27.29342,5,"2019-01-22 09:15:10",1996,11.4971,609.5294,611.517,609.4786
"2019-01-22 09:15:22",85,12.43315,10.91737,6,"2019-01-22 09:15:22",2008,11.4971,614.7302,611.1772,609.8184
"2019-01-22 09:15:23",86,12.42761,10.91737,6,"2019-01-22 09:15:23",2009,11.4971,614.7302,610.8375,608.7991
"2019-01-22 09:15:24",87,12.42761,9.825632,6,"2019-01-22 09:15:24",2010,11.49157,614.7302,610.1581,608.7991
"2019-01-22 09:15:25",88,12.42773,9.825539,6,"2019-01-22 09:15:25",2011,11.4971,614.7302,610.1581,608.7991
"2019-01-22 09:15:26",89,12.42773,12.00899,6,"2019-01-22 09:15:26",2012,11.4971,614.7302,610.1581,608.7991
"2019-01-22 09:15:27",90,12.42773,15.28417,6,"2019-01-22 09:15:27",2013,11.4971,614.7302,609.4786,608.1197
"2019-01-22 09:15:28",91,12.42773,19.65108,6,"2019-01-22 09:15:28",2014,11.4971,614.7302,609.4786,608.1197
"2019-01-22 09:15:29",92,12.42773,38.21043,6,"2019-01-22 09:15:29",2015,11.4971,614.7302,608.7991,607.4402
"2019-01-22 09:15:30",93,12.42773,44.76079,6,"2019-01-22 09:15:30",2016,11.4971,614.7302,608.7991,607.4402
"2019-01-22 09:15:31",94,12.42773,42.57734,6,"2019-01-22 09:15:31",2017,11.4971,614.7302,608.1197,606.7607
"2019-01-22 09:15:45",95,12.43326,12.00899,7,"2019-01-22 09:15:45",2031,11.49157,613.69,601.3251,582.9796
"2019-01-22 09:15:46",96,12.42773,12.00899,7,"2019-01-22 09:15:46",2032,11.49157,613.69,600.6456,580.2617
"2019-01-22 09:15:47",97,12.42773,12.00899,7,"2019-01-22 09:15:47",2033,11.4971,612.6498,599.9661,578.2233
"2019-01-22 09:15:48",98,12.42773,12.00899,7,"2019-01-22 09:15:48",2034,11.4971,612.6498,599.6264,574.826
"2019-01-22 09:15:49",99,12.42773,15.28417,7,"2019-01-22 09:15:49",2035,11.4971,612.6498,598.9469,573.467
"2019-01-22 09:15:50",100,12.42773,19.65108,7,"2019-01-22 09:15:50",2036,11.48604,611.6097,597.9277,569.3903
"2019-01-22 09:15:51",101,12.42773,27.29316,7,"2019-01-22 09:15:51",2037,11.49157,611.6097,597.2483,566.3327
"2019-01-22 09:15:52",102,12.42773,37.1187,7,"2019-01-22 09:15:52",2038,11.4971,610.5695,596.5688,565.3135
"2019-01-22 09:15:53",103,12.42773,46.94424,7,"2019-01-22 09:15:53",2039,11.4971,610.5695,595.2099,562.5956
"2019-01-22 09:15:54",104,12.42773,53.4946,7,"2019-01-22 09:15:54",2040,11.4971,609.5294,594.5304,559.1983
"2019-01-22 09:16:07",105,12.43326,9.825539,8,"2019-01-22 09:16:07",2053,11.49157,601.2087,579.5822,531.3403
"2019-01-22 09:16:08",106,12.42773,9.825539,8,"2019-01-22 09:16:08",2054,11.4971,600.1686,578.9028,529.3019
"2019-01-22 09:16:09",107,12.42773,10.91726,8,"2019-01-22 09:16:09",2055,11.4971,599.1284,577.5438,527.943
"2019-01-22 09:16:10",108,12.42773,10.91726,8,"2019-01-22 09:16:10",2056,11.4971,598.0883,574.826,527.943
"2019-01-22 09:16:11",109,12.42773,13.10072,8,"2019-01-22 09:16:11",2057,11.49157,597.0481,574.1465,527.943
"2019-01-22 09:16:12",110,12.42219,18.55935,8,"2019-01-22 09:16:12",2058,11.4971,597.0481,573.467,527.943
"2019-01-22 09:16:13",111,12.42773,26.20144,8,"2019-01-22 09:16:13",2059,11.49157,596.0079,570.7492,527.943
"2019-01-22 09:16:14",112,12.42219,38.21043,8,"2019-01-22 09:16:14",2060,11.4971,594.9678,570.0697,527.943
"2019-01-22 09:16:15",113,12.42219,45.85252,8,"2019-01-22 09:16:15",2061,11.4971,593.9277,570.7492,529.3019
"2019-01-22 09:16:16",114,12.42219,42.57734,8,"2019-01-22 09:16:16",2062,11.49157,592.8875,570.7492,529.3019
"2019-01-22 09:16:27",115,12.43336,8.734039,9,"2019-01-22 09:16:27",2073,11.4971,584.5663,575.5054,547.6475
"2019-01-22 09:16:28",116,12.42782,8.734039,9,"2019-01-22 09:16:28",2074,11.4971,583.5261,575.5054,549.6859
"2019-01-22 09:16:29",117,12.42782,8.734039,9,"2019-01-22 09:16:29",2075,11.49157,583.5261,576.1849,552.7434
"2019-01-22 09:16:30",118,12.42782,8.734039,9,"2019-01-22 09:16:30",2076,11.4971,582.486,576.1849,553.7626
"2019-01-22 09:16:31",119,12.42782,8.734039,9,"2019-01-22 09:16:31",2077,11.49157,581.4458,575.5054,553.7626
"2019-01-22 09:16:32",120,12.42229,9.825794,9,"2019-01-22 09:16:32",2078,11.4971,581.4458,574.1465,553.7626
"2019-01-22 09:16:33",121,12.42229,19.65159,9,"2019-01-22 09:16:33",2079,11.49157,580.4056,573.467,553.7626
"2019-01-22 09:16:34",122,12.42229,33.8444,9,"2019-01-22 09:16:34",2080,11.49157,580.4056,572.7876,555.801
"2019-01-22 09:16:35",123,12.42229,39.30318,9,"2019-01-22 09:16:35",2081,11.4971,579.3655,572.1081,555.801
"2019-01-22 09:16:36",124,12.42229,34.93616,9,"2019-01-22 09:16:36",2082,11.4971,579.3655,571.4286,555.801
"2019-01-22 09:16:37",125,12.42229,29.47738,9,"2019-01-22 09:16:37",2083,11.49157,579.3655,570.7492,557.1599
"2019-01-22 09:17:00",126,12.42782,6.550529,10,"2019-01-22 09:17:00",2106,11.49157,580.4056,581.6206,580.2617
"2019-01-22 09:17:01",127,12.42782,6.550529,10,"2019-01-22 09:17:01",2107,11.49157,581.4458,583.659,582.3
"2019-01-22 09:17:02",128,12.42782,6.550529,10,"2019-01-22 09:17:02",2108,11.4971,583.5261,586.3768,585.0179
"2019-01-22 09:17:03",129,12.42782,6.550529,10,"2019-01-22 09:17:03",2109,11.49157,585.6064,589.7742,588.4152
"2019-01-22 09:17:04",130,12.42229,7.642284,10,"2019-01-22 09:17:04",2110,11.4971,587.6867,591.1331,589.0947
"2019-01-22 09:17:05",131,12.42229,10.91755,10,"2019-01-22 09:17:05",2111,11.49157,590.8072,593.1715,589.0947
"2019-01-22 09:17:06",132,12.42229,25.11036,10,"2019-01-22 09:17:06",2112,11.4971,592.8875,595.2099,589.0947
"2019-01-22 09:17:07",133,12.42229,43.6702,10,"2019-01-22 09:17:07",2113,11.49157,596.0079,597.2483,589.0947
"2019-01-22 09:17:08",134,12.42229,43.6702,10,"2019-01-22 09:17:08",2114,11.49157,600.1686,599.2867,589.0947
"2019-01-22 09:17:21",135,12.4279,6.550446,11,"2019-01-22 09:17:21",2127,11.49157,590.8076,591.1331,588.4152
"2019-01-22 09:17:22",136,12.42236,6.550446,11,"2019-01-22 09:17:22",2128,11.4971,590.8076,591.1331,587.0563
"2019-01-22 09:17:23",137,12.42236,7.642187,11,"2019-01-22 09:17:23",2129,11.4971,590.8076,590.1139,583.659
"2019-01-22 09:17:24",138,12.42236,7.642187,11,"2019-01-22 09:17:24",2130,11.49157,590.8076,589.0947,582.9796
"2019-01-22 09:17:25",139,12.42236,8.733928,11,"2019-01-22 09:17:25",2131,11.49157,590.8076,588.4152,581.6206
"2019-01-22 09:17:26",140,12.42236,14.19263,11,"2019-01-22 09:17:26",2132,11.4971,590.8076,587.0563,580.2617
"2019-01-22 09:17:27",141,12.42236,26.20178,11,"2019-01-22 09:17:27",2133,11.49157,591.8478,586.3768,578.9028
"2019-01-22 09:17:28",142,12.42236,45.85312,11,"2019-01-22 09:17:28",2134,11.49157,591.8478,585.6974,576.1849
"2019-01-22 09:17:29",143,12.42236,52.40356,11,"2019-01-22 09:17:29",2135,11.49157,592.8879,585.6974,574.826
"2019-01-22 09:17:30",144,12.42236,51.31182,11,"2019-01-22 09:17:30",2136,11.49157,592.8879,585.6974,573.467
"2019-01-22 09:17:51",145,12.4279,8.733928,12,"2019-01-22 09:17:51",2157,11.49157,604.3296,594.5304,562.5956
"2019-01-22 09:17:52",146,12.42236,9.825668,12,"2019-01-22 09:17:52",2158,11.4971,605.3698,596.5688,563.9546
"2019-01-22 09:17:53",147,12.42236,9.825668,12,"2019-01-22 09:17:53",2159,11.49157,605.3698,597.2483,563.9546
"2019-01-22 09:17:54",148,12.42236,9.825668,12,"2019-01-22 09:17:54",2160,11.4971,605.3698,599.2867,565.3135
"2019-01-22 09:17:55",149,12.42236,9.825668,12,"2019-01-22 09:17:55",2161,11.48604,605.3698,601.3251,565.993
"2019-01-22 09:17:56",150,12.42236,10.91741,12,"2019-01-22 09:17:56",2162,11.4971,606.4099,603.3635,567.3519
"2019-01-22 09:17:57",151,12.42236,15.28437,12,"2019-01-22 09:17:57",2163,11.49157,606.4099,604.7224,569.3903
"2019-01-22 09:17:58",152,12.42236,29.47701,12,"2019-01-22 09:17:58",2164,11.49157,606.4099,605.0621,570.7492
"2019-01-22 09:17:59",153,12.41682,52.40356,12,"2019-01-22 09:17:59",2165,11.49157,606.4099,606.0813,572.1081
"2019-01-22 09:18:00",154,12.42236,50.22009,12,"2019-01-22 09:18:00",2166,11.49157,606.4099,606.7607,573.467
"2019-01-22 09:18:11",155,12.4279,12.00915,13,"2019-01-22 09:18:11",2177,11.49157,605.3698,608.4594,585.6974
"2019-01-22 09:18:12",156,12.42236,10.91741,13,"2019-01-22 09:18:12",2178,11.49157,605.3698,606.7607,585.6974
"2019-01-22 09:18:13",157,12.42242,9.825897,13,"2019-01-22 09:18:13",2179,11.49157,604.3296,605.0621,583.659
"2019-01-22 09:18:14",158,12.42242,9.825897,13,"2019-01-22 09:18:14",2180,11.4971,604.3296,604.0429,583.9987
"2019-01-22 09:18:15",159,12.41688,13.1012,13,"2019-01-22 09:18:15",2181,11.49157,603.2894,601.3251,583.659
"2019-01-22 09:18:16",160,12.41688,15.28473,13,"2019-01-22 09:18:16",2182,11.4971,603.2894,599.6264,582.9796
"2019-01-22 09:18:17",161,12.41688,14.19296,13,"2019-01-22 09:18:17",2183,11.49157,602.2493,596.5688,582.9796
"2019-01-22 09:18:18",162,12.42242,21.83533,13,"2019-01-22 09:18:18",2184,11.49157,601.2092,595.2099,581.6206
"2019-01-22 09:18:19",163,12.41688,40.39536,13,"2019-01-22 09:18:19",2185,11.49157,601.2092,594.5304,581.6206
"2019-01-22 09:18:20",164,12.41688,50.22125,13,"2019-01-22 09:18:20",2186,11.49157,600.169,593.1715,581.6206
"2019-01-22 09:18:21",165,12.41688,50.22125,13,"2019-01-22 09:18:21",2187,11.4971,599.1288,591.1331,580.2617
"2019-01-22 09:18:32",166,12.42796,10.91766,14,"2019-01-22 09:18:32",2198,11.4971,589.7675,573.467,563.9546
"2019-01-22 09:18:33",167,12.42242,10.91766,14,"2019-01-22 09:18:33",2199,11.49157,588.7273,572.7876,562.5956
"2019-01-22 09:18:34",168,12.41688,9.825897,14,"2019-01-22 09:18:34",2200,11.49157,587.6871,570.7492,559.1983
"2019-01-22 09:18:35",169,12.41688,8.734131,14,"2019-01-22 09:18:35",2201,11.49157,586.647,568.0313,556.4805
"2019-01-22 09:18:36",170,12.41688,9.825897,14,"2019-01-22 09:18:36",2202,11.49157,585.6068,566.6724,553.7626
"2019-01-22 09:18:37",171,12.41688,12.00943,14,"2019-01-22 09:18:37",2203,11.49157,583.5269,566.6724,551.0447
"2019-01-22 09:18:38",172,12.41688,15.28473,14,"2019-01-22 09:18:38",2204,11.4971,582.4867,565.993,548.3269
"2019-01-22 09:18:39",173,12.41688,22.92709,14,"2019-01-22 09:18:39",2205,11.49157,581.4465,565.3135,545.6091
"2019-01-22 09:18:40",174,12.41688,30.56946,14,"2019-01-22 09:18:40",2206,11.49157,579.3662,564.634,543.5707
"2019-01-22 09:18:41",175,12.41688,42.57889,14,"2019-01-22 09:18:41",2207,11.49157,578.326,563.2751,540.1733
"2019-01-22 09:18:53",176,12.42796,9.825897,15,"2019-01-22 09:18:53",2219,11.49157,557.523,544.9296,511.6359
"2019-01-22 09:18:54",177,12.41688,8.734131,15,"2019-01-22 09:18:54",2220,11.49157,555.4427,542.2117,508.918
"2019-01-22 09:18:55",178,12.41688,7.642365,15,"2019-01-22 09:18:55",2221,11.48604,553.3624,539.4939,506.2002
"2019-01-22 09:18:56",179,12.41688,8.734131,15,"2019-01-22 09:18:56",2222,11.49157,551.282,537.4555,504.8412
"2019-01-22 09:18:57",180,12.41688,8.734131,15,"2019-01-22 09:18:57",2223,11.48604,549.2017,534.0582,501.4439
"2019-01-22 09:18:58",181,12.41688,9.825897,15,"2019-01-22 09:18:58",2224,11.49157,547.1215,532.0198,500.085
"2019-01-22 09:18:59",182,12.41688,12.00943,15,"2019-01-22 09:18:59",2225,11.49157,545.0411,529.6417,498.0466
"2019-01-22 09:19:00",183,12.41688,17.46826,15,"2019-01-22 09:19:00",2226,11.49157,542.9608,528.6225,496.0082
"2019-01-22 09:19:01",184,12.41688,24.01886,15,"2019-01-22 09:19:01",2227,11.49157,540.8805,527.943,494.6493
"2019-01-22 09:19:02",185,12.41688,34.93652,15,"2019-01-22 09:19:02",2228,11.48604,538.8002,527.2635,493.6301
"2019-01-22 09:19:32",186,12.42801,6.55072,16,"2019-01-22 09:19:32",2258,11.49157,494.0735,501.4439,481.06
"2019-01-22 09:19:33",187,12.42247,7.642507,16,"2019-01-22 09:19:33",2259,11.49157,493.0334,500.085,480.3806
"2019-01-22 09:19:34",188,12.41693,7.642507,16,"2019-01-22 09:19:34",2260,11.49157,491.9932,499.4055,479.7011
"2019-01-22 09:19:35",189,12.41693,7.642507,16,"2019-01-22 09:19:35",2261,11.49157,490.9531,497.3672,479.0216
"2019-01-22 09:19:36",190,12.41693,8.734294,16,"2019-01-22 09:19:36",2262,11.49157,490.9531,496.0082,479.0216
"2019-01-22 09:19:37",191,12.41693,9.82608,16,"2019-01-22 09:19:37",2263,11.49157,489.9129,493.9698,479.0216
"2019-01-22 09:19:38",192,12.41693,12.00965,16,"2019-01-22 09:19:38",2264,11.48604,488.8728,493.2904,479.0216
"2019-01-22 09:19:39",193,12.41693,16.3768,16,"2019-01-22 09:19:39",2265,11.49157,488.8728,491.9315,479.0216
"2019-01-22 09:19:40",194,12.41693,20.74395,16,"2019-01-22 09:19:40",2266,11.49157,487.8326,490.5725,479.0216
"2019-01-22 09:19:41",195,12.41693,21.83574,16,"2019-01-22 09:19:41",2267,11.49157,487.8326,489.8931,479.0216
"2019-01-22 09:20:13",196,12.42805,6.550598,17,"2019-01-22 09:20:13",2299,11.48604,495.1139,491.9315,479.0216
"2019-01-22 09:20:14",197,12.41697,6.550598,17,"2019-01-22 09:20:14",2300,11.49157,495.1139,492.6109,479.0216
"2019-01-22 09:20:15",198,12.41697,6.550598,17,"2019-01-22 09:20:15",2301,11.48604,496.1541,492.6109,479.0216
"2019-01-22 09:20:16",199,12.41697,8.734131,17,"2019-01-22 09:20:16",2302,11.49157,496.1541,493.2904,479.0216
"2019-01-22 09:20:17",200,12.41697,9.825897,17,"2019-01-22 09:20:17",2303,11.49157,497.1942,493.2904,477.6627
"2019-01-22 09:20:18",201,12.41697,13.1012,17,"2019-01-22 09:20:18",2304,11.48604,497.1942,493.2904,477.6627
"2019-01-22 09:20:19",202,12.41697,15.28473,17,"2019-01-22 09:20:19",2305,11.49157,498.2344,494.6493,477.6627
"2019-01-22 09:20:20",203,12.41697,18.56003,17,"2019-01-22 09:20:20",2306,11.48604,498.2344,495.3288,477.6627
"2019-01-22 09:20:21",204,12.41697,18.56003,17,"2019-01-22 09:20:21",2307,11.49157,499.2745,495.3288,477.6627
"2019-01-22 09:20:22",205,12.41697,21.83533,17,"2019-01-22 09:20:22",2308,11.49157,499.2745,496.0082,477.6627
"2019-01-22 09:20:32",206,12.42251,7.642365,18,"2019-01-22 09:20:32",2318,11.49157,504.4753,499.4055,479.7011
"2019-01-22 09:20:33",207,12.41697,7.642365,18,"2019-01-22 09:20:33",2319,11.49157,504.4753,499.4055,478.3422
"2019-01-22 09:20:34",208,12.41697,8.734131,18,"2019-01-22 09:20:34",2320,11.49157,504.4753,499.4055,476.9832
"2019-01-22 09:20:35",209,12.41697,8.734131,18,"2019-01-22 09:20:35",2321,11.48604,504.4753,499.4055,475.6243
"2019-01-22 09:20:36",210,12.41697,8.734131,18,"2019-01-22 09:20:36",2322,11.48604,505.5155,500.085,475.6243
"2019-01-22 09:20:37",211,12.41697,10.91766,18,"2019-01-22 09:20:37",2323,11.48604,505.5155,500.7645,474.2654
"2019-01-22 09:20:38",212,12.41697,14.19296,18,"2019-01-22 09:20:38",2324,11.49157,505.5155,500.7645,472.9065
"2019-01-22 09:20:39",213,12.41697,17.46826,18,"2019-01-22 09:20:39",2325,11.48604,505.5155,500.7645,472.9065
"2019-01-22 09:20:40",214,12.41697,18.56003,18,"2019-01-22 09:20:40",2326,11.48604,505.5155,501.4439,472.9065
